episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count
26818,1,10.395,30.492,13,9,0,5.12316,4.25517,0.0833333,OP3,scripted,OP3_HARD,3,1,12158
26819,1,10.395,32.571,18,3,0,6.2291,3.75024,0.0583333,OP3,snapshot,,3,2,12159
26820,0,12.474,35.343,16,3,0,7.22531,4.10847,0.1,OP3,scripted,OP3_HARD,2,3,12160
26821,0,13.86,30.492,10,1,0,7.64221,3.44702,0.0916667,OP3,scripted,OP3_HARD,2,3,12160
26822,0,15.939,34.65,10,7,0,6.31838,4.00755,0.0833333,OP3,scripted,OP3_HARD,2,3,12160
26823,1,10.395,37.422,21,5,0,4.693,3.77414,0.0833333,OP3,snapshot,,3,2,12161
26824,1,11.088,28.413,6,0,0,7.76335,4.98256,0.0666667,OP3,scripted,OP3_HARD,3,2,12162
26825,1,13.86,28.413,10,3,0,8.52081,4.84415,0.0666667,OP3,scripted,OP3_HARD,3,2,12162
26826,1,13.86,33.264,9,4,0,7.35562,4.0112,0.0833333,OP3,scripted,OP3_HARD,3,2,12162
26827,0,11.088,37.422,15,3,0,4.14373,2.59756,0.0583333,OP3,snapshot,,2,3,12163
26828,1,10.395,35.343,24,7,0,5.37971,3.84572,0.075,OP3,snapshot,,3,2,12163
26829,1,11.088,29.799,5,9,0,6.371,3.57844,0.1,OP3,scripted,OP3_HARD,3,2,12164
26830,1,11.088,36.036,6,2,0,6.84946,3.80054,0.0916667,OP3,snapshot,,3,2,12165
26831,1,10.395,27.027,8,8,0,6.96579,5.06521,0.1,OP3,scripted,OP3_HARD,3,2,12166
26832,1,11.088,37.422,30,6,0,6.94393,4.32481,0.0916667,OP3,snapshot,,3,2,12167
26833,1,11.781,31.878,13,7,0,5.59487,4.31113,0.0833333,OP3,snapshot,,3,2,12168
26834,0,11.781,36.729,16,3,0,6.45919,4.56097,0.075,OP3,scripted,OP3_HARD,2,3,12169
26835,1,13.86,35.343,8,9,0,7.48885,4.61381,0.0916667,OP3,scripted,OP3_HARD,3,2,12169
26836,1,10.395,33.264,10,8,0,6.12675,3.95636,0.075,OP3,scripted,OP3_HARD,3,2,12169
26837,0,11.781,29.106,5,0,0,6.70838,4.17368,0.1,OP3,species,,1,3,12170
26838,0,11.088,33.264,4,3,0,5.02872,3.90817,0.0833333,OP3,species,,2,3,12170
26839,1,11.781,27.027,18,4,0,6.73265,4.733,0.0666667,OP3,snapshot,,3,2,12171
26840,1,12.474,33.957,17,7,0,7.12637,4.85201,0.075,OP3,snapshot,,3,2,12171
26841,0,11.781,29.799,9,5,0,6.80235,3.44476,0.116667,OP3,species,,2,3,12172
26842,1,13.167,33.264,6,8,0,6.65204,3.77542,0.0916667,OP3,scripted,OP3_HARD,3,2,12173
26843,1,10.395,24.948,8,5,0,6.32705,5.35776,0.0916667,OP3,scripted,OP3_HARD,3,1,12173
26844,1,11.781,35.343,9,6,0,6.06541,2.81619,0.0833333,OP3,snapshot,,3,2,12174
26845,1,11.781,31.185,10,4,0,6.99748,3.88178,0.0833333,OP3,scripted,OP3_HARD,3,2,12175
26846,1,10.395,22.869,12,3,0,6.92159,5.14974,0.0666667,OP3,scripted,OP3_HARD,3,1,12175
26847,1,13.86,36.036,10,3,0,6.64373,3.90299,0.141667,OP3,scripted,OP3_HARD,3,2,12175
26848,0,13.86,33.264,11,9,0,6.41737,4.20907,0.1,OP3,species,,2,3,12176
26849,0,11.088,32.571,9,5,0,4.99419,3.35348,0.0916667,OP3,snapshot,,2,3,12177
26850,1,11.088,29.106,15,2,0,7.79305,5.24499,0.075,OP3,scripted,OP3_HARD,3,1,12178
26851,1,14.553,38.808,14,6,0,6.50027,3.99503,0.075,OP3,snapshot,,3,2,12179
26852,0,10.395,31.185,15,5,0,5.93349,3.19606,0.075,OP3,snapshot,,2,3,12180
26853,1,12.474,39.501,7,6,0,5.48259,2.75088,0.1,OP3,snapshot,,3,2,12181
26854,1,11.088,26.334,7,4,0,6.83983,4.64562,0.0666667,OP3,species,,3,2,12182
26855,1,13.86,32.571,16,1,0,7.0643,4.16443,0.1,OP3,snapshot,,3,2,12183
26856,1,10.395,36.729,23,6,0,5.98329,3.97915,0.116667,OP3,snapshot,,3,2,12184
26857,1,11.781,27.027,6,8,0,6.66057,4.98603,0.0916667,OP3,scripted,OP3_HARD,3,2,12185
26858,1,11.088,31.185,5,4,0,7.57201,4.55201,0.0916667,OP3,snapshot,,3,1,12186
26859,1,11.088,36.729,19,11,0,7.24263,4.78549,0.116667,OP3,snapshot,,3,2,12186
26860,1,11.781,28.413,4,5,0,7.08506,5.25977,0.116667,OP3,scripted,OP3_HARD,3,2,12187
26861,1,11.088,34.65,13,7,0,6.61367,3.70305,0.0583333,OP3,snapshot,,3,2,12188
26862,1,13.167,28.413,20,4,0,6.37818,4.59901,0.1,OP3,scripted,OP3_HARD,3,1,12189
26863,0,11.088,29.799,5,6,0,8.62469,4.08426,0.0666667,OP3,scripted,OP3_HARD,2,3,12189
26864,1,14.553,41.58,15,5,0,5.89569,3.36759,0.116667,OP3,snapshot,,3,2,12190
26865,1,11.088,32.571,8,4,0,5.51621,2.86438,0.0916667,OP3,snapshot,,3,2,12191
26866,1,13.167,35.343,16,5,0,8.46803,3.50737,0.075,OP3,scripted,OP3_HARD,3,1,12192
26867,1,12.474,36.036,14,8,0,6.7825,4.75426,0.108333,OP3,scripted,OP3_HARD,3,2,12192
26868,1,10.395,31.185,13,6,0,6.77061,4.53623,0.0833333,OP3,snapshot,,3,2,12193
26869,1,12.474,31.185,7,7,0,6.36129,3.88111,0.108333,OP3,scripted,OP3_HARD,3,2,12194
26870,1,11.088,29.106,8,3,0,6.99601,4.22623,0.075,OP3,species,,3,2,12195
26871,1,10.395,29.106,2,5,0,6.12055,3.91533,0.0833333,OP3,scripted,OP3_HARD,3,2,12196
26872,0,11.088,36.729,15,4,0,5.61015,3.91614,0.1,OP3,snapshot,,3,3,12197
26873,1,10.395,29.106,16,6,0,7.39465,5.44963,0.0833333,OP3,scripted,OP3_HARD,3,2,12198
26874,1,14.553,34.65,8,6,0,7.39336,4.19719,0.1,OP3,scripted,OP3_HARD,3,2,12198
26875,1,12.474,32.571,3,4,0,8.33663,3.89728,0.108333,OP3,snapshot,,3,2,12199
26876,1,10.395,29.799,11,2,0,7.54076,4.64997,0.0833333,OP3,snapshot,,3,2,12200
26877,0,11.781,31.185,10,4,0,5.23611,4.14615,0.075,OP3,scripted,OP3_HARD,2,3,12201
26878,0,10.395,36.036,7,7,0,5.4331,3.83658,0.075,OP3,snapshot,,2,3,12202
26879,1,10.395,28.413,7,3,0,6.78245,4.46859,0.075,OP3,scripted,OP3_HARD,3,2,12203
26880,1,13.167,34.65,13,2,0,5.97473,3.40407,0.0666667,OP3,snapshot,,3,2,12204
26881,1,11.088,30.492,9,4,0,7.90859,4.25886,0.0666667,OP3,species,,3,2,12205
26882,1,12.474,29.106,12,4,0,7.59314,4.29248,0.0833333,OP3,scripted,OP3_HARD,3,2,12206
26883,0,9.702,40.194,28,6,0,6.10129,3.02479,0.1,OP3,snapshot,,2,3,12207
26884,1,12.474,32.571,8,3,0,6.38026,3.24964,0.0916667,OP3,species,,3,2,12208
26885,0,12.474,34.65,4,5,0,7.01794,3.8277,0.0916667,OP3,scripted,OP3_HARD,2,3,12209
26886,0,12.474,25.641,5,3,0,5.20432,4.03641,0.0833333,OP3,species,,2,3,12210
26887,0,11.088,31.185,10,3,0,8.35823,4.23926,0.108333,OP3,species,,2,3,12210
26888,0,10.395,33.264,9,1,0,6.71065,4.03192,0.116667,OP3,scripted,OP3_HARD,2,3,12211
26889,0,11.088,34.65,21,6,0,5.64383,3.62824,0.0666667,OP3,snapshot,,2,3,12212
26890,1,13.167,27.72,14,7,0,7.55226,4.19902,0.108333,OP3,scripted,OP3_HARD,3,2,12213
26891,1,11.781,37.422,14,6,0,7.25354,4.1703,0.1,OP3,snapshot,,3,2,12214
26892,0,13.167,31.185,2,1,0,6.87514,3.52536,0.0833333,OP3,scripted,OP3_HARD,2,3,12215
26893,1,11.781,24.255,10,5,0,6.67675,4.45358,0.0666667,OP3,scripted,OP3_HARD,3,0,12215
26894,1,10.395,24.948,6,5,0,6.51816,4.29779,0.0666667,OP3,species,,3,2,12216
26895,0,12.474,29.799,14,6,0,8.44185,4.08385,0.141667,OP3,scripted,OP3_HARD,2,3,12217
26896,0,14.553,32.571,3,2,0,6.7959,4.51712,0.133333,OP3,scripted,OP3_HARD,2,3,12217
26897,0,9.702,31.185,10,4,0,7.47378,3.25013,0.108333,OP3,species,,2,3,12218
26898,0,11.088,30.492,3,3,0,6.9672,4.21575,0.0833333,OP3,species,,2,3,12218
26899,0,9.702,31.878,11,7,0,7.58235,4.0559,0.075,OP3,species,,2,3,12218
26900,0,11.781,27.72,20,0,0,8.99191,4.1974,0.0833333,OP3,species,,2,3,12218
26901,0,13.167,31.185,2,6,0,7.95365,4.35666,0.108333,OP3,scripted,OP3_HARD,2,3,12219
26902,1,11.781,31.878,13,6,0,6.37055,3.82785,0.125,OP3,scripted,OP3_HARD,3,2,12219
26903,0,13.167,38.808,12,2,0,5.04842,2.80366,0.125,OP3,scripted,OP3_HARD,2,3,12219
26904,1,13.167,33.957,8,3,0,7.32375,4.037,0.116667,OP3,snapshot,,3,2,12220
26905,0,10.395,32.571,7,4,0,5.24101,3.15613,0.108333,OP3,scripted,OP3_HARD,2,3,12221
26906,0,11.781,30.492,5,3,0,6.78007,4.41535,0.1,OP3,scripted,OP3_HARD,2,3,12221
26907,0,9.702,30.492,5,2,0,6.67902,3.94899,0.108333,OP3,species,,2,3,12222
26908,0,11.781,36.036,7,10,0,4.95849,4.18406,0.0916667,OP3,scripted,OP3_HARD,2,3,12223
26909,1,11.781,31.185,9,2,0,6.40483,4.66155,0.1,OP3,species,,3,2,12224
26910,1,10.395,28.413,17,2,0,7.07269,4.62947,0.0833333,OP3,snapshot,,3,2,12225
26911,1,13.167,39.501,7,2,0,5.87661,3.49841,0.125,OP3,species,,3,2,12226
26912,1,11.088,31.185,20,3,0,6.485,4.81117,0.0666667,OP3,scripted,OP3_HARD,3,2,12227
26913,1,11.781,36.729,11,2,0,4.65784,3.33431,0.0916667,OP3,scripted,OP3_HARD,3,2,12227
26914,1,10.395,26.334,16,10,0,6.81793,4.95748,0.0833333,OP3,scripted,OP3_HARD,3,1,12227
26915,1,11.781,27.72,8,6,0,6.27564,4.81848,0.0666667,OP3,scripted,OP3_HARD,3,2,12227
26916,1,14.553,28.413,7,3,0,6.29856,4.22303,0.0666667,OP3,snapshot,,3,1,12228
26917,1,14.553,37.422,15,3,0,6.03422,3.55661,0.0666667,OP3,snapshot,,3,2,12229
26918,0,12.474,29.799,11,3,0,5.91859,4.10629,0.075,OP3,scripted,OP3_HARD,2,3,12230
26919,0,11.088,37.422,18,5,0,4.7243,2.54791,0.1,OP3,snapshot,,3,3,12231
26920,1,11.781,28.413,0,4,1,7.34612,5.05728,0.0916667,OP3,species,,3,1,12232
26921,1,10.395,25.641,3,5,0,6.30385,4.18432,0.0833333,OP3,scripted,OP3_HARD,3,1,12233
26922,1,12.474,27.72,8,3,0,6.81969,4.60508,0.075,OP3,scripted,OP3_HARD,3,2,12233
26923,0,13.167,38.115,24,5,0,6.0376,4.09648,0.0916667,OP3,snapshot,,2,3,12234
26924,0,10.395,31.185,3,5,0,6.35436,2.762,0.0833333,OP3,species,,2,3,12235
26925,1,10.395,25.641,8,9,0,7.2629,5.13176,0.0833333,OP3,scripted,OP3_HARD,3,2,12236
26926,0,13.86,33.264,9,2,0,6.18303,4.31601,0.0916667,OP3,scripted,OP3_HARD,2,3,12236
26927,1,13.86,35.343,9,4,0,5.31691,3.34078,0.108333,OP3,scripted,OP3_HARD,3,2,12236
26928,0,11.781,38.115,19,5,0,6.38194,3.76641,0.1,OP3,snapshot,,2,3,12237
26929,1,15.939,33.264,5,1,0,6.6563,3.30823,0.133333,OP3,species,,3,2,12238
26930,1,15.246,33.957,8,5,0,8.99595,4.51697,0.0916667,OP3,scripted,OP3_HARD,3,2,12239
26931,0,12.474,33.264,13,3,0,8.22759,4.84188,0.1,OP3,scripted,OP3_HARD,2,3,12239
26932,0,14.553,29.799,7,0,0,5.25834,4.23045,0.116667,OP3,species,,2,3,12240
26933,1,12.474,29.799,10,4,0,6.73767,3.61462,0.0916667,OP3,scripted,OP3_HARD,3,1,12241
26934,1,10.395,29.106,16,6,0,7.41079,4.26294,0.075,OP3,snapshot,,3,2,12242
26935,0,11.781,31.878,8,3,0,6.07168,4.01483,0.0833333,OP3,scripted,OP3_HARD,2,3,12243
26936,1,13.86,29.106,13,3,0,7.0585,4.06794,0.108333,OP3,scripted,OP3_HARD,3,2,12243
26937,1,15.246,33.957,13,1,0,5.93201,3.98316,0.0833333,OP3,snapshot,,3,2,12244
26938,1,12.474,29.106,5,6,0,6.12244,4.37635,0.0833333,OP3,scripted,OP3_HARD,3,2,12245
26939,0,11.088,30.492,10,6,0,6.13738,4.76413,0.0916667,OP3,scripted,OP3_HARD,2,3,12245
26940,0,13.167,25.641,5,1,0,6.98982,3.23078,0.0833333,OP3,species,,2,3,12246
26941,0,13.86,30.492,13,2,0,5.79825,3.8165,0.0916667,OP3,scripted,OP3_HARD,2,3,12247
26942,0,13.86,32.571,8,6,0,6.54854,3.7214,0.0833333,OP3,scripted,OP3_HARD,2,3,12247
26943,1,10.395,35.343,14,3,0,5.56926,3.98107,0.116667,OP3,snapshot,,3,2,12248
26944,1,13.86,30.492,19,0,0,8.69662,3.75106,0.108333,OP3,scripted,OP3_HARD,3,1,12249
26945,1,12.474,30.492,13,3,0,6.88183,4.76159,0.0833333,OP3,scripted,OP3_HARD,3,1,12249
26946,1,11.781,26.334,8,3,0,6.01881,4.71208,0.0666667,OP3,scripted,OP3_HARD,3,2,12249
26947,1,10.395,27.72,5,5,0,6.84066,5.54027,0.0916667,OP3,scripted,OP3_HARD,3,1,12249
26948,1,13.167,31.878,16,8,0,6.69846,3.19007,0.075,OP3,scripted,OP3_HARD,3,1,12249
26949,1,14.553,29.799,13,5,0,7.60936,3.86517,0.108333,OP3,scripted,OP3_HARD,3,2,12249
26950,0,12.474,33.264,9,2,0,7.53965,4.98325,0.0666667,OP3,species,,2,3,12250
26951,1,10.395,27.027,6,1,0,7.40973,3.41232,0.075,OP3,scripted,OP3_HARD,3,0,12251
26952,1,15.246,31.185,14,3,0,9.20586,4.58153,0.116667,OP3,scripted,OP3_HARD,3,2,12251
26953,0,11.088,29.106,10,3,0,7.0904,4.14846,0.116667,OP3,species,,2,3,12252
26954,1,11.088,36.036,20,5,0,7.09908,4.16798,0.0916667,OP3,snapshot,,3,2,12253
26955,1,15.939,42.966,16,10,0,7.50808,4.1946,0.166667,OP3,scripted,OP3_HARD,3,2,12254
26956,0,11.781,32.571,8,2,0,5.19788,3.03816,0.1,OP3,species,,2,3,12255
26957,0,12.474,33.264,14,7,0,6.58996,3.98834,0.0833333,OP3,snapshot,,2,3,12256
26958,0,11.088,31.878,20,5,0,4.18627,3.22319,0.0833333,OP3,scripted,OP3_HARD,3,3,12257
26959,0,11.781,40.194,17,7,0,6.91473,4.28235,0.0833333,OP3,snapshot,,2,3,12258
26960,1,11.781,28.413,7,2,0,8.03903,4.25008,0.0833333,OP3,species,,3,2,12259
26961,1,11.781,27.72,6,5,0,6.82021,4.49428,0.1,OP3,scripted,OP3_HARD,3,2,12260
26962,1,13.167,29.106,12,7,0,6.05349,4.18483,0.0583333,OP3,snapshot,,3,1,12261
26963,0,16.632,36.729,10,12,0,6.70584,3.83663,0.108333,OP3,scripted,OP3_HARD,2,3,12262
26964,1,12.474,35.343,10,4,0,6.26283,3.3361,0.0916667,OP3,scripted,OP3_HARD,3,2,12262
26965,1,12.474,35.343,12,3,0,7.88742,4.62523,0.0833333,OP3,scripted,OP3_HARD,3,2,12262
26966,0,11.781,40.887,25,12,0,4.97871,3.20183,0.0916667,OP3,snapshot,,2,3,12263
26967,0,15.939,33.264,7,2,0,7.23512,3.9607,0.075,OP3,scripted,OP3_HARD,2,3,12264
26968,0,12.474,33.264,8,1,0,7.75076,4.06566,0.116667,OP3,scripted,OP3_HARD,3,3,12264
26969,0,12.474,34.65,7,7,0,6.35435,3.34254,0.0916667,OP3,scripted,OP3_HARD,2,3,12264
26970,1,11.781,27.027,9,8,0,8.26099,5.38712,0.1,OP3,scripted,OP3_HARD,3,0,12264
26971,0,12.474,29.799,9,1,0,6.33867,4.35129,0.075,OP3,scripted,OP3_HARD,2,3,12264
26972,1,12.474,29.106,10,5,0,6.81308,4.4515,0.0666667,OP3,scripted,OP3_HARD,3,1,12264
26973,0,11.781,31.185,12,0,0,7.23753,3.68584,0.0916667,OP3,scripted,OP3_HARD,3,3,12264
26974,1,12.474,31.878,22,7,0,7.139,4.54993,0.125,OP3,snapshot,,3,2,12265
26975,1,10.395,28.413,2,2,0,7.74927,4.08207,0.0916667,OP3,scripted,OP3_HARD,3,2,12266
26976,1,13.86,33.264,11,2,0,5.49808,3.63339,0.0833333,OP3,snapshot,,3,2,12267
26977,1,11.781,27.72,15,5,0,7.45792,4.91754,0.075,OP3,scripted,OP3_HARD,3,2,12268
26978,1,10.395,28.413,9,6,0,6.5086,3.65456,0.075,OP3,scripted,OP3_HARD,3,1,12268
26979,0,13.86,31.878,5,2,0,8.41845,5.06161,0.108333,OP3,scripted,OP3_HARD,2,3,12268
26980,1,13.86,31.185,11,6,0,7.11144,4.68666,0.075,OP3,species,,3,2,12269
26981,1,13.167,39.501,18,4,0,6.31391,3.52893,0.0916667,OP3,snapshot,,3,2,12270
26982,0,12.474,31.185,15,5,0,5.92109,4.20733,0.1,OP3,scripted,OP3_HARD,2,3,12271
26983,1,13.86,31.878,6,4,0,6.80837,5.10997,0.108333,OP3,scripted,OP3_HARD,3,2,12271
26984,0,12.474,30.492,4,5,0,8.07821,3.51027,0.0916667,OP3,scripted,OP3_HARD,2,3,12271
26985,0,12.474,36.729,18,2,0,3.85556,2.36035,0.108333,OP3,species,,2,3,12272
26986,1,11.088,33.264,6,5,0,7.4191,4.34449,0.108333,OP3,scripted,OP3_HARD,3,2,12273
26987,0,13.86,31.185,13,5,0,5.1835,3.42534,0.0833333,OP3,species,,2,3,12274
26988,0,12.474,38.808,9,9,0,6.43348,4.67086,0.141667,OP3,snapshot,,3,3,12275
26989,1,13.167,32.571,12,9,0,7.74484,4.12448,0.125,OP3,scripted,OP3_HARD,3,2,12276
26990,0,10.395,33.264,3,8,0,5.6821,2.69992,0.108333,OP3,scripted,OP3_HARD,3,3,12276
26991,0,11.088,31.878,7,5,0,5.84288,3.95913,0.1,OP3,species,,2,3,12277
26992,1,13.167,33.957,9,4,0,6.47504,3.3754,0.116667,OP3,scripted,OP3_HARD,3,2,12278
26993,1,14.553,33.264,9,8,0,7.85135,3.78835,0.108333,OP3,scripted,OP3_HARD,3,2,12278
26994,1,11.088,30.492,8,2,0,8.40161,4.34575,0.108333,OP3,scripted,OP3_HARD,3,2,12278
26995,0,13.86,29.799,9,2,0,7.00869,3.51706,0.125,OP3,scripted,OP3_HARD,2,3,12278
26996,1,15.939,37.422,13,6,0,6.99916,4.50399,0.0666667,OP3,snapshot,,3,2,12279
26997,0,12.474,32.571,6,1,0,6.77618,3.31533,0.0583333,OP3,scripted,OP3_HARD,2,3,12280
26998,1,12.474,31.878,18,6,0,7.66541,4.18598,0.0833333,OP3,scripted,OP3_HARD,3,2,12280
26999,1,11.781,22.176,4,3,0,6.82819,4.46485,0.075,OP3,snapshot,,3,1,12281
27000,1,16.632,33.264,12,8,0,7.85014,4.17896,0.133333,OP3,scripted,OP3_HARD,3,2,12282
27001,1,13.167,33.264,7,2,0,6.38774,4.44615,0.0916667,OP3,species,,3,2,12283
27002,1,11.088,29.106,11,7,0,7.80181,4.49066,0.0833333,OP3,scripted,OP3_HARD,3,2,12284
27003,1,13.167,28.413,21,3,0,6.12813,5.24788,0.1,OP3,scripted,OP3_HARD,3,2,12284
27004,1,11.088,27.027,9,4,0,6.92425,4.45564,0.0833333,OP3,species,,3,2,12285
27005,0,11.088,29.799,7,3,0,8.06195,4.69041,0.116667,OP3,scripted,OP3_HARD,2,3,12286
27006,1,15.246,41.58,21,4,0,6.76974,4.15792,0.108333,OP3,scripted,OP3_HARD,3,2,12286
27007,1,13.167,30.492,13,6,0,8.73913,3.79502,0.108333,OP3,scripted,OP3_HARD,3,2,12286
27008,1,14.553,36.036,10,3,0,6.12938,4.30132,0.1,OP3,snapshot,,3,2,12287
27009,1,14.553,33.957,13,3,0,6.41967,3.76046,0.108333,OP3,scripted,OP3_HARD,3,2,12288
27010,0,10.395,34.65,4,7,0,6.62022,3.32776,0.1,OP3,scripted,OP3_HARD,2,3,12288
27011,0,10.395,31.185,8,4,0,6.17635,4.18067,0.1,OP3,scripted,OP3_HARD,2,3,12288
27012,0,14.553,31.185,9,5,0,5.87654,3.81155,0.116667,OP3,scripted,OP3_HARD,2,3,12288
27013,1,15.246,33.264,17,8,0,4.89647,3.64341,0.075,OP3,scripted,OP3_HARD,3,2,12288
27014,0,11.088,33.264,8,5,0,6.39458,3.48783,0.0666667,OP3,scripted,OP3_HARD,2,3,12288
27015,1,11.088,34.65,12,5,0,5.83431,4.16692,0.108333,OP3,species,,3,2,12289
27016,1,13.86,27.027,11,5,0,8.59452,4.04825,0.1,OP3,scripted,OP3_HARD,3,1,12290
27017,0,13.86,33.957,8,5,0,5.27363,2.29767,0.0916667,OP3,scripted,OP3_HARD,1,3,12290
27018,1,11.088,32.571,8,1,0,7.53219,3.89991,0.141667,OP3,snapshot,,3,2,12291
27019,0,12.474,30.492,19,5,0,3.87759,4.16326,0.108333,OP3,scripted,OP3_HARD,3,3,12292
27020,1,12.474,33.264,7,1,0,6.29606,3.61676,0.1,OP3,species,,3,2,12293
27021,1,10.395,26.334,7,4,0,6.98367,4.50276,0.0833333,OP3,scripted,OP3_HARD,3,2,12294
27022,1,11.088,33.264,29,3,0,5.39487,4.4224,0.108333,OP3,snapshot,,3,2,12295
27023,1,11.781,32.571,11,2,0,5.1746,3.45519,0.05,OP3,scripted,OP3_HARD,3,2,12296
27024,0,11.781,29.799,4,1,0,7.13954,3.85419,0.108333,OP3,scripted,OP3_HARD,2,3,12296
27025,1,10.395,27.72,11,5,0,6.15756,4.4772,0.0833333,OP3,scripted,OP3_HARD,3,1,12296
27026,0,13.86,34.65,16,6,0,4.99267,3.58368,0.108333,OP3,scripted,OP3_HARD,2,3,12296
27027,0,12.474,27.027,8,2,0,6.84715,3.80922,0.0916667,OP3,scripted,OP3_HARD,2,3,12296
27028,0,15.246,33.957,11,6,0,5.59757,4.30727,0.108333,OP3,scripted,OP3_HARD,3,3,12296
27029,1,10.395,27.027,7,2,0,7.56459,4.69959,0.0916667,OP3,scripted,OP3_HARD,3,2,12296
27030,1,12.474,33.264,12,4,0,7.66688,3.53119,0.108333,OP3,scripted,OP3_HARD,3,2,12296
27031,1,10.395,31.878,12,4,0,7.9817,3.55553,0.125,OP3,species,,3,2,12297
27032,1,12.474,28.413,10,5,0,7.01105,4.73915,0.0916667,OP3,snapshot,,3,2,12298
27033,0,13.86,32.571,5,5,0,7.1515,3.77723,0.125,OP3,scripted,OP3_HARD,2,3,12299
27034,1,10.395,33.957,16,6,0,5.63739,4.24409,0.116667,OP3,snapshot,,3,2,12300
27035,0,12.474,27.027,12,0,0,6.32672,2.84087,0.0916667,OP3,species,,1,3,12301
27036,1,11.781,29.799,6,7,0,5.88346,4.38736,0.1,OP3,scripted,OP3_HARD,3,2,12302
27037,1,16.632,29.106,8,3,0,9.06807,4.66011,0.125,OP3,scripted,OP3_HARD,3,2,12302
27038,1,11.781,24.948,0,2,1,5.52746,4.50365,0.108333,OP3,species,,3,1,12303
27039,1,10.395,29.799,10,8,0,6.87657,5.03475,0.0833333,OP3,snapshot,,3,2,12304
27040,1,11.781,28.413,14,2,0,5.82489,3.68671,0.0583333,OP3,snapshot,,3,1,12305
27041,0,13.167,35.343,12,6,0,7.02977,4.16119,0.1,OP3,scripted,OP3_HARD,2,3,12306
27042,0,11.781,36.729,3,8,0,6.0314,3.37895,0.075,OP3,snapshot,,3,3,12307
27043,1,10.395,32.571,10,5,0,6.03115,4.10897,0.0916667,OP3,scripted,OP3_HARD,3,2,12308
27044,0,12.474,29.799,8,3,0,5.35509,3.94812,0.0583333,OP3,species,,2,3,12309
27045,0,10.395,32.571,9,6,0,5.04205,3.19666,0.0583333,OP3,snapshot,,2,3,12310
27046,1,11.088,33.957,7,3,0,6.61683,3.81824,0.1,OP3,species,,3,2,12311
27047,1,11.088,30.492,12,4,0,8.90537,4.08521,0.1,OP3,species,,3,2,12312
27048,0,11.088,36.729,18,6,0,7.33509,4.86835,0.0916667,OP3,scripted,OP3_HARD,2,3,12313
27049,0,11.088,29.106,7,4,0,8.56311,4.62375,0.0833333,OP3,species,,2,3,12314
27050,0,13.86,31.878,14,2,0,5.08846,4.05219,0.0666667,OP3,scripted,OP3_HARD,2,3,12315
27051,0,10.395,31.878,9,9,0,4.2052,2.7327,0.108333,OP3,species,,2,3,12316
27052,0,13.167,30.492,6,2,0,7.03598,4.37261,0.0833333,OP3,scripted,OP3_HARD,2,3,12317
27053,0,15.246,34.65,8,5,0,7.10908,3.23894,0.1,OP3,scripted,OP3_HARD,2,3,12317
27054,1,12.474,31.878,15,4,0,6.7178,4.6113,0.0666667,OP3,snapshot,,3,2,12318
27055,0,9.702,29.106,6,2,0,6.21199,4.18993,0.0833333,OP3,species,,2,3,12319
27056,1,11.781,24.948,9,7,0,6.30714,5.16066,0.125,OP3,scripted,OP3_HARD,3,1,12320
27057,1,13.167,33.957,8,6,0,6.14438,3.7783,0.0833333,OP3,snapshot,,3,2,12321
27058,0,9.702,25.641,4,2,0,8.37776,3.72711,0.0833333,OP3,species,,2,3,12322
27059,0,14.553,35.343,10,9,0,7.06229,4.79305,0.108333,OP3,snapshot,,3,3,12323
27060,1,13.86,32.571,9,1,0,7.75139,3.57145,0.125,OP3,scripted,OP3_HARD,3,2,12324
27061,1,10.395,26.334,13,5,0,5.36245,3.84938,0.108333,OP3,scripted,OP3_HARD,3,2,12324
27062,0,12.474,31.185,18,9,0,6.70384,4.21011,0.075,OP3,scripted,OP3_HARD,2,3,12324
27063,0,13.167,36.729,7,7,0,7.08044,4.0991,0.075,OP3,scripted,OP3_HARD,2,3,12324
27064,1,14.553,29.106,18,2,0,6.63059,4.15099,0.0666667,OP3,snapshot,,3,2,12325
27065,1,14.553,29.106,13,4,0,6.83825,4.90203,0.0583333,OP3,snapshot,,3,2,12326
27066,0,11.088,30.492,12,8,0,7.8021,4.01398,0.0833333,OP3,species,,2,3,12327
27067,1,9.702,25.641,12,5,0,6.47267,4.67524,0.0583333,OP3,scripted,OP3_HARD,3,2,12328
27068,1,13.167,26.334,8,11,0,6.44825,5.0415,0.108333,OP3,scripted,OP3_HARD,3,1,12328
27069,0,13.167,31.185,7,2,0,4.86986,3.52511,0.0666667,OP3,scripted,OP3_HARD,2,3,12328
27070,0,13.167,31.185,10,3,0,5.81544,4.32329,0.0833333,OP3,scripted,OP3_HARD,2,3,12328
27071,0,11.781,34.65,8,3,0,5.93367,3.27758,0.0916667,OP3,species,,2,3,12329
27072,1,11.781,28.413,4,1,0,7.24627,4.80099,0.075,OP3,species,,3,2,12330
27073,0,13.86,33.264,15,3,0,4.84401,3.50652,0.0583333,OP3,species,,2,3,12331
27074,0,12.474,28.413,14,2,0,6.80825,4.64954,0.05,OP3,scripted,OP3_HARD,2,3,12332
