blue_style,red_style,map,episode_index,episode_seed,touch_step,pickup_step,carrier_idx,end_step,loss_cause,carrier_lifetime,max_return_progress,crossed_midfield,reached_capture_zone,captured,carrier_loss_x,carrier_loss_y,min_dist_red0,min_dist_red1,teammate_dist_at_pickup,teammate_lane_before,teammate_lane_after,red_retarget_latency,noncarrier_flag_pressure_steps,noncarrier_support_steps
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,112,112,0,113,tag,1,1.3021020889282227,0,0,0,15.697897911071777,11.006383895874023,1.1422403910420424,1.5540624583168037,5.656564712524414,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,145,145,1,154,tag,9,4.763975143432617,0,0,0,12.236024856567383,10.762970924377441,1.142381737955606,1.3925441069707463,4.125900745391846,1.0,1.0,0,0,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,158,158,0,160,tag,2,1.3478879928588867,0,0,0,15.652112007141113,9.747452735900879,0.8717169833140654,0.915965604395752,6.483620643615723,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,190,190,1,191,tag,1,0.8391780853271484,0,0,0,16.16082191467285,10.16077995300293,1.1275790293833332,1.7414659060330189,7.38270378112793,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,196,196,0,205,tag,9,4.642056465148926,0,0,0,12.357943534851074,10.486084938049316,1.0679303739769057,1.0969154780983652,5.75079345703125,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,227,227,1,239,other,12,16.220238626003265,1,0,0,0.7797613739967346,1.193095326423645,1.798694406529387,1.6849955311323985,9.818681716918945,1.0,1.0,0,2,3
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,20,20,1,39,capture,19,14.780712842941284,1,1,1,2.219287157058716,10.17308521270752,1.4408359997416527,6.964630938604262,7.317525863647461,1.0,1.0,0,2,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,45,45,0,65,capture,20,14.765891313552856,1,1,1,2.2341086864471436,9.780723571777344,4.464072333810478,1.6870597084218142,11.863395690917969,-1.0,-1.0,0,0,2
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,86,86,0,95,tag,9,4.867183685302734,0,0,0,12.132816314697266,9.143373489379883,0.8441978925098002,1.8595720254940866,1.5113297700881958,-1.0,-1.0,0,2,2
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,97,97,1,105,tag,8,4.774407386779785,0,0,0,12.225592613220215,8.399908065795898,0.8276980038845642,1.2628801187942524,5.758092880249023,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,130,130,0,131,tag,1,0.7696266174316406,0,0,0,16.23037338256836,9.894775390625,1.026894191092844,1.4441287927018127,8.748896598815918,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,143,143,1,163,other,20,13.004225254058838,1,1,0,3.995774745941162,18.023664474487305,1.4220371286094466,1.7256325865957296,11.093063354492188,1.0,1.0,0,0,0
