tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
22,0,0,2,0,8.006226539611816,1.5187626559054479e-05,2.800703287124634,9.52815055847168,9.66759204864502,7.943746566772461,5.801919937133789,9.704079627990723,0,1,1,0,0,1,1,0
23,0,0,2,0,6.918890476226807,0.0,1.7144464254379272,9.347389221191406,9.727768898010254,7.943778991699219,5.879167079925537,11.211691856384277,0,1,1,0,0,1,1,0
24,0,0,2,0,5.831554412841797,0.0,1.6624088287353516,8.279878616333008,9.787946701049805,7.9438323974609375,6.966923236846924,11.426961898803711,0,1,1,0,0,1,1,0
25,0,0,2,0,4.744218349456787,2.752746695477981e-05,0.576151967048645,7.2179484367370605,9.848124504089355,7.9438796043396,7.044169902801514,11.185662269592285,0,1,1,0,0,1,1,0
26,0,0,3,0,3.6568822860717773,1.5187626559054479e-05,0.2624368965625763,6.156018257141113,9.90830135345459,7.943936824798584,6.392915725708008,10.94436264038086,0,1,1,0,1,1,1,0
27,0,0,3,0,3.5877668857574463,0.0,0.0,5.094088077545166,10.995105743408203,7.943969249725342,6.221510410308838,10.703063011169434,0,1,1,0,1,1,1,0
28,0,0,3,0,4.65872049331665,0.0,0.0,4.032157897949219,11.192538261413574,8.444023132324219,6.769042491912842,10.461762428283691,0,1,1,0,1,1,1,0
29,0,0,4,0,5.742671489715576,2.752746695477981e-05,0.5731754899024963,2.9702277183532715,11.08779525756836,8.444069862365723,7.6949968338012695,10.220462799072266,0,1,1,0,1,1,1,1
30,0,0,3,1,6.677792072296143,0.0,0.23922446370124817,2.9316840171813965,11.645890235900879,8.925731658935547,7.586773872375488,8.661173820495605,0,1,1,0,0,1,1,1
31,0,0,3,1,7.612912654876709,2.752746695477981e-05,0.0199698805809021,4.020092010498047,12.203986167907715,8.92577838897705,7.559106826782227,8.625260353088379,0,1,1,0,0,1,1,1
32,0,0,3,1,8.548032760620117,1.5489775250898674e-05,0.008813861757516861,5.108499526977539,12.762083053588867,8.925834655761719,7.545936107635498,8.589346885681152,0,1,1,0,0,1,1,1
33,0,0,3,1,9.483152389526367,0.0,0.004014589823782444,6.189917087554932,13.32017993927002,8.92586612701416,7.540020942687988,8.717632293701172,0,1,1,0,0,1,1,1
34,0,0,2,2,10.4793062210083,0.0,0.0018283762037754059,7.271334648132324,12.880181312561035,8.925919532775879,7.537326812744141,8.845917701721191,0,1,1,0,0,1,1,0
35,0,0,2,2,11.475460052490234,2.752746695477981e-05,0.0008322341600432992,8.352752685546875,12.44018268585205,8.925966262817383,7.536098957061768,8.974203109741211,0,1,1,0,0,1,1,0
36,0,0,2,2,12.471612930297852,1.5489775250898674e-05,0.00037778576370328665,9.43416976928711,12.00018310546875,8.92602252960205,7.535538673400879,9.10248851776123,0,1,1,0,0,1,1,0
37,0,0,2,2,13.467765808105469,0.0,0.03022102825343609,10.30708122253418,11.56018352508545,8.926054954528809,7.045675754547119,9.75360107421875,0,1,1,0,0,1,1,0
38,0,0,2,2,14.463918685913086,0.0,0.7361019849777222,11.675929069519043,11.120183944702148,8.926108360290527,6.364689350128174,10.341099739074707,0,1,1,0,0,1,1,0
39,0,0,2,2,15.460071563720703,2.752746695477981e-05,1.6699721813201904,12.50724983215332,10.680184364318848,8.926155090332031,6.924874782562256,11.044538497924805,0,1,1,0,0,1,1,0
40,0,0,2,2,16.613683700561523,0.28310805559158325,1.8365074396133423,13.338570594787598,10.698023796081543,9.326239585876465,8.001066207885742,11.747978210449219,0,1,1,0,0,1,1,0
